Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
Precious Achiuwa,C,23,TOR,55,12,20.7,3.6,7.3,0.485,0.5,2.0,0.269,3.0,5.4,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,12309.0,Precious Achiuwa,TOR,23.0,203.2,102.0582,Memphis,Nigeria,2020,1,20,55.0,9.2,6.0,0.9,-1.6,0.083,0.213,0.19,0.5539999999999999,0.063,2022-23
Steven Adams,C,29,MEM,42,42,27.0,3.7,6.3,0.597,0.0,0.0,0.0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,12432.0,Steven Adams,MEM,29.0,210.82,120.20188,Pittsburgh,New Zealand,2013,1,12,42.0,8.6,11.5,2.3,9.7,0.171,0.222,0.139,0.564,0.107,2022-23
Bam Adebayo,C,25,MIA,75,75,34.6,8.0,14.9,0.54,0.0,0.2,0.083,8.0,14.7,0.545,0.541,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,12570.0,Bam Adebayo,MIA,25.0,205.74,115.66596,Kentucky,USA,2017,1,14,75.0,20.4,9.2,3.2,1.8,0.073,0.206,0.251,0.5920000000000001,0.154,2022-23
Ochai Agbaji,SG,22,UTA,59,22,20.5,2.8,6.5,0.427,1.4,3.9,0.355,1.4,2.7,0.532,0.532,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,12374.0,Ochai Agbaji,UTA,23.0,195.58,97.52228,Kansas,USA,2022,1,14,59.0,7.9,2.1,1.1,-0.2,0.034,0.0579999999999999,0.154,0.561,0.072,2022-23
Santi Aldama,PF,22,MEM,77,20,21.8,3.2,6.8,0.47,1.2,3.5,0.353,2.0,3.4,0.591,0.56,1.4,1.9,0.75,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9.0,12427.0,Santi Aldama,MEM,22.0,213.36,97.52228,Loyola-Maryland,Spain,2021,1,30,77.0,9.0,4.8,1.3,2.6,0.047,0.162,0.157,0.591,0.076,2022-23
Nickeil Alexander-Walker,SG,24,TOT,59,3,15.0,2.2,5.0,0.444,1.0,2.7,0.384,1.2,2.3,0.515,0.547,0.7,1.0,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,12383.0,Nickeil Alexander-Walker,MIN,24.0,195.58,92.98636,Virginia Tech,Canada,2019,1,17,59.0,6.2,1.7,1.8,-2.0,0.017,0.095,0.177,0.565,0.168,2022-23
Nickeil Alexander-Walker,SG,24,UTA,36,3,14.7,2.3,4.7,0.488,1.0,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3,12383.0,Nickeil Alexander-Walker,MIN,24.0,195.58,92.98636,Virginia Tech,Canada,2019,1,17,59.0,6.2,1.7,1.8,-2.0,0.017,0.095,0.177,0.565,0.168,2022-23
Nickeil Alexander-Walker,SG,24,MIN,23,0,15.5,2.1,5.4,0.384,1.1,3.1,0.361,1.0,2.3,0.415,0.488,0.6,0.9,0.619,0.3,1.5,1.8,1.4,0.3,0.3,0.4,1.3,5.9,12383.0,Nickeil Alexander-Walker,MIN,24.0,195.58,92.98636,Virginia Tech,Canada,2019,1,17,59.0,6.2,1.7,1.8,-2.0,0.017,0.095,0.177,0.565,0.168,2022-23
Grayson Allen,SG,27,MIL,72,70,27.4,3.4,7.7,0.44,2.0,5.1,0.399,1.4,2.7,0.518,0.571,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4,12526.0,Grayson Allen,MIL,27.0,193.04,89.811216,Duke,USA,2018,1,21,72.0,10.4,3.3,2.3,4.9,0.03,0.0819999999999999,0.143,0.612,0.107,2022-23
Jarrett Allen,C,24,CLE,68,68,32.6,5.9,9.2,0.644,0.0,0.1,0.1,5.9,9.1,0.653,0.645,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,12768.0,Jarrett Allen,CLE,25.0,205.74,110.222856,Texas,USA,2017,1,22,68.0,14.3,9.8,1.7,7.7,0.107,0.21,0.162,0.67,0.073,2022-23
Jose Alvarado,PG,24,NOP,61,10,21.5,3.3,8.0,0.411,1.4,4.0,0.336,1.9,4.0,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0,12809.0,Jose Alvarado,NOP,25.0,182.88,81.19296800000001,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,61.0,9.0,2.3,3.0,3.7,0.022,0.087,0.191,0.525,0.1989999999999999,2022-23
Kyle Anderson,PF,29,MIN,69,46,28.4,3.7,7.2,0.509,0.6,1.5,0.41,3.0,5.7,0.536,0.553,1.4,2.0,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,12679.0,Kyle Anderson,MIN,29.0,205.74,104.32616,UCLA,USA,2014,1,30,69.0,9.4,5.3,4.9,2.3,0.035,0.152,0.143,0.583,0.225,2022-23
Giannis Antetokounmpo,PF,28,MIL,63,63,32.1,11.2,20.3,0.553,0.7,2.7,0.275,10.5,17.6,0.596,0.572,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,12520.0,Giannis Antetokounmpo,MIL,28.0,213.36,110.222856,None,Greece,2013,1,15,63.0,31.1,11.8,5.7,7.2,0.065,0.268,0.373,0.605,0.314,2022-23
Thanasis Antetokounmpo,SF,30,MIL,37,0,5.6,0.5,1.2,0.435,0.0,0.2,0.0,0.5,1.0,0.526,0.435,0.3,0.6,0.5,0.4,0.8,1.2,0.4,0.1,0.1,0.3,0.6,1.4,12460.0,Thanasis Antetokounmpo,MIL,30.0,200.66,99.336648,None,Greece,2014,2,51,37.0,1.4,1.2,0.4,-26.6,0.075,0.139,0.138,0.4579999999999999,0.115,2022-23
Cole Anthony,PG,22,ORL,60,4,25.9,4.6,10.2,0.454,1.3,3.4,0.364,3.4,6.7,0.5,0.516,2.5,2.8,0.894,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6,13.0,12621.0,Cole Anthony,ORL,23.0,190.5,83.91452,North Carolina,USA,2020,1,15,60.0,13.0,4.8,3.9,-0.1,0.03,0.152,0.209,0.57,0.228,2022-23
OG Anunoby,SF,25,TOR,67,67,35.6,6.3,13.2,0.476,2.1,5.5,0.387,4.2,7.7,0.539,0.556,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8,,,,,,,,,,,,,,,,,,,,,,
Ryan Arcidiacono,PG,28,TOT,20,4,8.6,0.5,1.9,0.243,0.4,1.2,0.348,0.1,0.7,0.071,0.351,0.0,0.0,0.0,0.0,0.8,0.8,1.2,0.3,0.0,0.4,0.9,1.3,12330.0,Ryan Arcidiacono,POR,29.0,190.5,88.45044,Villanova,USA,Undrafted,Undrafted,Undrafted,20.0,1.3,0.8,1.2,-12.8,0.0,0.09,0.106,0.351,0.195,2022-23
Ryan Arcidiacono,PG,28,NYK,11,0,2.4,0.1,0.5,0.2,0.1,0.3,0.333,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.3,0.3,12330.0,Ryan Arcidiacono,POR,29.0,190.5,88.45044,Villanova,USA,Undrafted,Undrafted,Undrafted,20.0,1.3,0.8,1.2,-12.8,0.0,0.09,0.106,0.351,0.195,2022-23
Ryan Arcidiacono,PG,28,POR,9,4,16.2,0.9,3.6,0.25,0.8,2.2,0.35,0.1,1.3,0.083,0.359,0.0,0.0,0.0,0.0,1.2,1.2,2.3,0.3,0.0,0.7,1.6,2.6,12330.0,Ryan Arcidiacono,POR,29.0,190.5,88.45044,Villanova,USA,Undrafted,Undrafted,Undrafted,20.0,1.3,0.8,1.2,-12.8,0.0,0.09,0.106,0.351,0.195,2022-23
Deni Avdija,SF,22,WAS,76,40,26.6,3.3,7.6,0.437,0.9,3.1,0.297,2.4,4.6,0.53,0.497,1.6,2.2,0.739,1.0,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2,12493.0,Deni Avdija,WAS,22.0,205.74,95.25432,None,Israel,2020,1,9,76.0,9.2,6.4,2.8,-0.8,0.038,0.196,0.165,0.535,0.142,2022-23
Deandre Ayton,C,24,PHO,67,67,30.4,7.8,13.2,0.589,0.1,0.4,0.292,7.7,12.9,0.597,0.592,2.3,3.0,0.76,2.6,7.4,10.0,1.7,0.6,0.8,1.8,2.8,18.0,12513.0,Deandre Ayton,PHX,24.0,213.36,113.398,Arizona,Bahamas,2018,1,1,67.0,18.0,10.0,1.7,0.0,0.084,0.247,0.231,0.617,0.09,2022-23
Udoka Azubuike,C,23,UTA,36,4,10.0,1.6,2.0,0.819,0.0,0.0,0.0,1.6,2.0,0.819,0.819,0.2,0.6,0.35,0.9,2.4,3.3,0.3,0.2,0.4,0.5,0.9,3.5,12391.0,Udoka Azubuike,UTA,23.0,210.82,122.46984,Kansas,Nigeria,2020,1,27,36.0,3.5,3.3,0.3,-11.7,0.0819999999999999,0.2239999999999999,0.113,0.774,0.043,2022-23
Marvin Bagley III,C,23,DET,42,25,23.6,4.8,9.1,0.529,0.5,1.6,0.288,4.4,7.5,0.579,0.554,1.9,2.6,0.75,2.2,4.2,6.4,0.9,0.5,0.7,1.1,1.9,12.0,12713.0,Marvin Bagley III,DET,24.0,208.28,106.59412,Duke,USA,2018,1,2,42.0,12.0,6.4,0.9,-10.6,0.091,0.179,0.2019999999999999,0.5870000000000001,0.0579999999999999,2022-23
Patrick Baldwin Jr.,SF,20,GSW,31,0,7.3,1.4,3.5,0.394,1.0,2.7,0.381,0.4,0.8,0.44,0.541,0.1,0.2,0.667,0.0,1.3,1.3,0.4,0.2,0.1,0.4,0.5,3.9,,,,,,,,,,,,,,,,,,,,,,
LaMelo Ball,PG,21,CHO,36,36,35.2,8.2,20.0,0.411,4.0,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,12728.0,LaMelo Ball,CHA,21.0,200.66,81.64656,None,USA,2020,1,3,36.0,23.3,6.4,8.4,-4.7,0.031,0.147,0.289,0.541,0.352,2022-23
Mo Bamba,C,24,TOT,49,7,15.7,2.4,4.9,0.485,1.0,2.5,0.387,1.4,2.4,0.59,0.585,0.8,1.3,0.661,1.2,3.4,4.6,0.9,0.3,0.9,0.6,2.1,6.6,12356.0,Mo Bamba,LAL,25.0,213.36,104.779752,Texas,USA,2018,1,6,49.0,6.6,4.6,0.9,1.5,0.076,0.198,0.166,0.602,0.086,2022-23
Mo Bamba,C,24,ORL,40,6,17.0,2.7,5.4,0.495,1.1,2.7,0.398,1.6,2.7,0.594,0.596,0.9,1.3,0.686,1.2,3.4,4.6,1.1,0.3,1.0,0.6,2.2,7.3,12356.0,Mo Bamba,LAL,25.0,213.36,104.779752,Texas,USA,2018,1,6,49.0,6.6,4.6,0.9,1.5,0.076,0.198,0.166,0.602,0.086,2022-23
Mo Bamba,C,24,LAL,9,1,9.8,1.2,3.0,0.407,0.6,1.8,0.313,0.7,1.2,0.545,0.5,0.7,1.2,0.545,1.2,3.3,4.6,0.4,0.1,0.6,0.9,2.1,3.7,12356.0,Mo Bamba,LAL,25.0,213.36,104.779752,Texas,USA,2018,1,6,49.0,6.6,4.6,0.9,1.5,0.076,0.198,0.166,0.602,0.086,2022-23
Paolo Banchero,PF,20,ORL,72,72,33.8,6.7,15.6,0.427,1.2,4.0,0.298,5.5,11.6,0.471,0.465,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20.0,12326.0,Paolo Banchero,ORL,20.0,208.28,113.398,Duke,USA,2022,1,1,72.0,20.0,6.9,3.7,-4.2,0.035,0.174,0.272,0.529,0.171,2022-23
Desmond Bane,SG,24,MEM,58,58,31.7,7.8,16.2,0.479,2.9,7.0,0.408,4.9,9.2,0.534,0.568,3.1,3.5,0.883,0.7,4.3,5.0,4.4,1.0,0.4,2.2,2.6,21.5,12478.0,Desmond Bane,MEM,25.0,195.58,97.52228,TCU,USA,2020,1,30,58.0,21.5,5.0,4.4,9.0,0.022,0.123,0.252,0.606,0.2019999999999999,2022-23
Dalano Banton,PG,23,TOR,31,2,9.0,1.8,4.2,0.423,0.5,1.6,0.294,1.3,2.5,0.506,0.481,0.5,0.8,0.708,0.4,1.1,1.5,1.2,0.4,0.4,0.6,1.1,4.6,12628.0,Dalano Banton,TOR,23.0,200.66,92.532768,Nebraska,Canada,2021,2,46,31.0,4.6,1.5,1.2,-6.5,0.036,0.13,0.2289999999999999,0.505,0.2019999999999999,2022-23
Dominick Barlow,SF,19,SAS,28,0,14.6,1.6,3.1,0.535,0.0,0.1,0.0,1.6,2.9,0.561,0.535,0.6,0.9,0.72,1.6,2.0,3.6,0.9,0.4,0.7,0.5,2.0,3.9,12486.0,Dominick Barlow,SAS,20.0,205.74,97.52228,None,USA,Undrafted,Undrafted,Undrafted,28.0,3.9,3.6,0.9,-10.7,0.1,0.131,0.107,0.5670000000000001,0.079,2022-23
Harrison Barnes,PF,30,SAC,82,82,32.5,4.6,9.6,0.473,1.6,4.3,0.374,3.0,5.3,0.553,0.556,4.3,5.0,0.847,1.1,3.4,4.5,1.6,0.7,0.1,1.0,1.3,15.0,12529.0,Harrison Barnes,SAC,31.0,203.2,102.0582,North Carolina,USA,2012,1,7,82.0,15.0,4.5,1.6,4.8,0.034,0.107,0.168,0.632,0.063,2022-23
Scottie Barnes,PF,21,TOR,77,76,34.8,6.0,13.2,0.456,0.8,2.9,0.281,5.2,10.3,0.505,0.487,2.5,3.2,0.772,2.3,4.3,6.6,4.8,1.1,0.8,2.0,2.2,15.3,12387.0,Scottie Barnes,TOR,21.0,203.2,102.0582,Florida State,USA,2021,1,4,77.0,15.3,6.6,4.8,3.2,0.063,0.135,0.2,0.524,0.195,2022-23
RJ Barrett,SG,22,NYK,73,73,33.9,7.0,16.1,0.434,1.7,5.3,0.31,5.3,10.8,0.495,0.485,4.0,5.4,0.74,0.8,4.2,5.0,2.8,0.4,0.2,2.2,2.5,19.6,12308.0,RJ Barrett,NYK,23.0,198.12,97.068688,Duke,Canada,2019,1,3,73.0,19.6,5.0,2.8,-1.2,0.023,0.121,0.256,0.531,0.124,2022-23
Will Barton,SG,32,TOT,56,2,17.7,2.5,6.5,0.379,1.2,3.2,0.367,1.3,3.3,0.391,0.47,0.7,0.8,0.787,0.3,2.2,2.4,2.0,0.5,0.2,0.9,1.0,6.8,12421.0,Will Barton,TOR,32.0,195.58,82.10015200000001,Memphis,USA,2012,2,40,56.0,6.8,2.4,2.0,-8.4,0.0139999999999999,0.125,0.182,0.493,0.162,2022-23
Will Barton,SG,32,WAS,40,0,19.6,2.8,7.1,0.386,1.3,3.5,0.377,1.5,3.7,0.395,0.477,0.9,1.1,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,1.0,7.7,12421.0,Will Barton,TOR,32.0,195.58,82.10015200000001,Memphis,USA,2012,2,40,56.0,6.8,2.4,2.0,-8.4,0.0139999999999999,0.125,0.182,0.493,0.162,2022-23
Will Barton,SG,32,TOR,16,2,13.2,1.8,4.9,0.354,0.9,2.6,0.333,0.9,2.3,0.378,0.443,0.1,0.1,1.0,0.3,1.3,1.6,1.1,0.7,0.2,0.2,1.1,4.5,12421.0,Will Barton,TOR,32.0,195.58,82.10015200000001,Memphis,USA,2012,2,40,56.0,6.8,2.4,2.0,-8.4,0.0139999999999999,0.125,0.182,0.493,0.162,2022-23
Charles Bassey,C,22,SAS,35,2,14.5,2.5,3.9,0.644,0.1,0.2,0.375,2.4,3.6,0.661,0.656,0.6,1.1,0.595,2.1,3.4,5.5,1.3,0.5,0.9,1.2,2.1,5.7,12653.0,Charles Bassey,SAS,22.0,205.74,104.32616,Western Kentucky,Nigeria,2021,2,53,35.0,5.7,5.5,1.4,-2.4,0.14,0.2319999999999999,0.152,0.6579999999999999,0.131,2022-23
Keita Bates-Diop,SF,27,SAS,67,42,21.7,3.5,6.9,0.508,0.8,2.1,0.394,2.7,4.8,0.557,0.568,1.8,2.2,0.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,9.7,12694.0,Keita Bates-Diop,SAS,27.0,203.2,103.872568,Ohio State,USA,2018,2,48,67.0,9.7,3.7,1.5,-8.5,0.042,0.13,0.165,0.609,0.099,2022-23
Nicolas Batum,PF,34,LAC,78,19,21.9,2.1,4.9,0.42,1.6,4.1,0.391,0.5,0.8,0.563,0.583,0.4,0.6,0.708,0.8,3.0,3.8,1.6,0.7,0.6,0.6,1.9,6.1,12382.0,Nicolas Batum,LAC,34.0,203.2,104.32616,None,France,2008,1,25,78.0,6.1,3.8,1.6,4.5,0.036,0.135,0.111,0.594,0.095,2022-23
Darius Bazley,PF,22,TOT,43,1,14.3,1.9,4.3,0.454,0.5,1.2,0.377,1.5,3.0,0.485,0.508,0.9,1.6,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,1.0,5.2,12498.0,Darius Bazley,PHX,23.0,205.74,97.975872,None,USA,2019,1,23,43.0,5.2,3.2,0.9,-3.6,0.053,0.157,0.165,0.524,0.088,2022-23
Darius Bazley,PF,22,OKC,36,1,15.4,2.0,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,0.506,1.0,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,1.0,5.4,12498.0,Darius Bazley,PHX,23.0,205.74,97.975872,None,USA,2019,1,23,43.0,5.2,3.2,0.9,-3.6,0.053,0.157,0.165,0.524,0.088,2022-23
Darius Bazley,PF,22,PHO,7,0,8.7,1.7,3.6,0.48,0.3,1.1,0.25,1.4,2.4,0.588,0.52,0.3,0.7,0.4,0.7,1.6,2.3,0.9,0.4,0.7,0.7,1.3,4.0,12498.0,Darius Bazley,PHX,23.0,205.74,97.975872,None,USA,2019,1,23,43.0,5.2,3.2,0.9,-3.6,0.053,0.157,0.165,0.524,0.088,2022-23
Bradley Beal,SG,29,WAS,50,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,0.551,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,12582.0,Bradley Beal,WAS,30.0,193.04,93.893544,Florida,USA,2012,1,3,50.0,23.2,3.9,5.4,0.7,0.026,0.091,0.288,0.593,0.26,2022-23
Malik Beasley,SG,26,TOT,81,27,25.8,4.6,11.6,0.395,2.9,8.1,0.357,1.7,3.4,0.484,0.52,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3,12.7,12725.0,Malik Beasley,LAL,26.0,193.04,84.821704,Florida State,USA,2016,1,19,81.0,12.7,3.5,1.5,-2.2,0.016,0.1159999999999999,0.207,0.531,0.086,2022-23
Malik Beasley,SG,26,UTA,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4,12725.0,Malik Beasley,LAL,26.0,193.04,84.821704,Florida State,USA,2016,1,19,81.0,12.7,3.5,1.5,-2.2,0.016,0.1159999999999999,0.207,0.531,0.086,2022-23
Malik Beasley,SG,26,LAL,26,14,23.9,4.0,10.3,0.392,2.5,7.2,0.353,1.5,3.1,0.481,0.515,0.5,0.8,0.619,0.3,3.0,3.3,1.2,0.8,0.0,1.2,1.2,11.1,12725.0,Malik Beasley,LAL,26.0,193.04,84.821704,Florida State,USA,2016,1,19,81.0,12.7,3.5,1.5,-2.2,0.016,0.1159999999999999,0.207,0.531,0.086,2022-23
MarJon Beauchamp,SF,22,MIL,52,11,13.5,1.8,4.7,0.395,0.9,2.7,0.331,0.9,1.9,0.485,0.492,0.5,0.7,0.73,0.7,1.5,2.2,0.7,0.4,0.1,0.9,1.4,5.1,12706.0,MarJon Beauchamp,MIL,22.0,200.66,90.264808,None,USA,2022,1,24,52.0,5.1,2.2,0.7,-7.2,0.05,0.103,0.175,0.513,0.072,2022-23
D?vis Bert?ns,PF,30,DAL,45,1,10.9,1.5,3.6,0.431,1.2,3.1,0.39,0.3,0.4,0.737,0.603,0.3,0.3,0.867,0.2,1.0,1.2,0.5,0.2,0.2,0.2,1.2,4.6,,,,,,,,,,,,,,,,,,,,,,
Patrick Beverley,PG,34,TOT,67,67,27.1,2.1,5.4,0.4,1.2,3.6,0.335,1.0,1.8,0.529,0.511,0.7,1.0,0.723,0.7,3.0,3.7,2.9,0.9,0.6,0.9,2.8,6.2,12313.0,Patrick Beverley,CHI,34.0,187.96,81.64656,Arkansas,USA,2009,2,42,67.0,6.2,3.7,2.9,-1.5,0.025,0.111,0.107,0.534,0.1369999999999999,2022-23
Patrick Beverley,PG,34,LAL,45,45,26.9,2.2,5.4,0.402,1.2,3.5,0.348,0.9,1.8,0.506,0.517,0.9,1.1,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,2.8,6.4,12313.0,Patrick Beverley,CHI,34.0,187.96,81.64656,Arkansas,USA,2009,2,42,67.0,6.2,3.7,2.9,-1.5,0.025,0.111,0.107,0.534,0.1369999999999999,2022-23
Patrick Beverley,PG,34,CHI,22,22,27.5,2.1,5.4,0.395,1.1,3.7,0.309,1.0,1.7,0.579,0.5,0.4,0.7,0.533,0.9,4.0,4.9,3.5,1.0,0.7,0.8,2.9,5.8,12313.0,Patrick Beverley,CHI,34.0,187.96,81.64656,Arkansas,USA,2009,2,42,67.0,6.2,3.7,2.9,-1.5,0.025,0.111,0.107,0.534,0.1369999999999999,2022-23
Saddiq Bey,SF,23,TOT,77,37,27.6,4.6,10.9,0.422,2.0,5.4,0.361,2.6,5.4,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8,12325.0,Saddiq Bey,ATL,24.0,200.66,97.52228,Villanova,USA,2020,1,19,77.0,13.8,4.7,1.5,-3.1,0.044,0.127,0.1939999999999999,0.564,0.08,2022-23
Saddiq Bey,SF,23,DET,52,30,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6.0,0.46,0.488,3.5,4.0,0.861,1.1,3.5,4.7,1.6,1.0,0.2,1.0,1.7,14.8,12325.0,Saddiq Bey,ATL,24.0,200.66,97.52228,Villanova,USA,2020,1,19,77.0,13.8,4.7,1.5,-3.1,0.044,0.127,0.1939999999999999,0.564,0.08,2022-23
Saddiq Bey,SF,23,ATL,25,7,25.2,4.3,9.2,0.47,2.0,5.0,0.4,2.3,4.2,0.552,0.578,1.0,1.2,0.862,1.6,3.2,4.8,1.4,0.8,0.0,0.7,1.5,11.6,12325.0,Saddiq Bey,ATL,24.0,200.66,97.52228,Villanova,USA,2020,1,19,77.0,13.8,4.7,1.5,-3.1,0.044,0.127,0.1939999999999999,0.564,0.08,2022-23
Khem Birch,C,30,TOR,20,0,8.1,1.0,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,12670.0,Khem Birch,SAS,30.0,203.2,105.68693600000002,UNLV,Canada,Undrafted,Undrafted,Undrafted,20.0,2.2,1.3,0.4,2.8,0.051,0.118,0.113,0.629,0.063,2022-23
Goga Bitadze,C,23,TOT,38,1,12.0,1.8,3.3,0.552,0.2,0.7,0.231,1.7,2.6,0.636,0.576,0.6,1.1,0.548,1.6,2.0,3.6,1.0,0.4,0.7,0.6,1.7,4.4,12521.0,Goga Bitadze,ORL,23.0,210.82,113.398,None,Georgia,2019,1,18,38.0,4.4,3.6,1.0,3.7,0.123,0.1669999999999999,0.147,0.5820000000000001,0.122,2022-23
Goga Bitadze,C,23,IND,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3,12521.0,Goga Bitadze,ORL,23.0,210.82,113.398,None,Georgia,2019,1,18,38.0,4.4,3.6,1.0,3.7,0.123,0.1669999999999999,0.147,0.5820000000000001,0.122,2022-23
Goga Bitadze,C,23,ORL,17,1,15.0,2.5,4.3,0.575,0.1,0.7,0.167,2.4,3.6,0.656,0.589,0.7,1.1,0.667,2.1,3.1,5.2,1.2,0.4,0.9,0.6,1.8,5.8,12521.0,Goga Bitadze,ORL,23.0,210.82,113.398,None,Georgia,2019,1,18,38.0,4.4,3.6,1.0,3.7,0.123,0.1669999999999999,0.147,0.5820000000000001,0.122,2022-23
Bismack Biyombo,C,30,PHO,61,14,14.3,2.0,3.4,0.578,0.0,0.0,0.0,2.0,3.4,0.578,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,12573.0,Bismack Biyombo,PHX,30.0,203.2,115.66596,None,DRC,2011,1,7,61.0,4.3,4.3,0.9,3.1,0.093,0.184,0.136,0.555,0.089,2022-23
Buddy Boeheim,PG,23,DET,10,0,9.0,0.5,2.7,0.185,0.4,2.5,0.16,0.1,0.2,0.5,0.259,0.2,0.2,1.0,0.2,0.4,0.6,0.4,0.2,0.0,0.0,0.6,1.6,12639.0,Buddy Boeheim,DET,23.0,198.12,92.98636,Syracuse,USA,Undrafted,Undrafted,Undrafted,10.0,1.6,0.6,0.4,2.7,0.022,0.043,0.131,0.287,0.059,2022-23
Bogdan Bogdanovi?,SG,30,ATL,54,9,27.9,5.1,11.3,0.447,2.7,6.7,0.406,2.4,4.6,0.506,0.566,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14.0,,,,,,,,,,,,,,,,,,,,,,
Bojan Bogdanovi?,PF,33,DET,59,59,32.1,7.3,14.9,0.488,2.5,6.0,0.411,4.8,9.0,0.539,0.57,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,,,,,,,,,,,,,,,,,,,,,,
Bol Bol,PF,23,ORL,70,33,21.5,3.7,6.8,0.546,0.4,1.6,0.265,3.3,5.2,0.633,0.577,1.2,1.5,0.759,1.0,4.8,5.8,1.0,0.4,1.2,1.6,1.3,9.1,12580.0,Bol Bol,ORL,23.0,218.44,99.79024,Oregon,Sudan,2019,2,44,70.0,9.1,5.8,1.0,-4.4,0.046,0.22,0.177,0.603,0.069,2022-23
Leandro Bolmaro,SG,22,UTA,14,0,4.9,0.2,1.4,0.15,0.0,0.3,0.0,0.2,1.1,0.188,0.15,0.0,0.0,0.0,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,12734.0,Leandro Bolmaro,UTA,22.0,198.12,90.7184,None,Argentina,2020,1,23,14.0,0.4,0.5,0.5,0.7,0.051,0.04,0.155,0.15,0.121,2022-23
Devin Booker,SG,26,PHO,53,53,34.6,9.9,20.1,0.494,2.1,6.0,0.351,7.8,14.2,0.554,0.546,5.8,6.8,0.855,0.9,3.7,4.5,5.5,1.0,0.3,2.7,3.0,27.8,12479.0,Devin Booker,PHX,26.0,195.58,93.439952,Kentucky,USA,2015,1,13,53.0,27.8,4.5,5.5,6.2,0.025,0.105,0.311,0.601,0.251,2022-23
