Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
Payton Pritchard,PG,25,BOS,48,3,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.527,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0.0,0.8,0.8,5.6,12321.0,Payton Pritchard,BOS,25.0,185.42,88.45044,Oregon,USA,2020,1,26,48.0,5.6,1.8,1.3,1.4,0.038,0.094,0.193,0.536,0.153,2022-23
Trevelin Queen,SG,25,IND,7,0,10.0,1.0,4.1,0.241,0.3,2.1,0.133,0.7,2.0,0.357,0.276,0.7,0.7,1.0,1.1,1.3,2.4,0.9,0.3,0.7,1.0,0.6,3.0,12406.0,Trevelin Queen,IND,26.0,198.12,86.18248,New Mexico State,USA,Undrafted,Undrafted,Undrafted,7.0,3.0,2.4,0.9,9.2,0.086,0.138,0.1939999999999999,0.337,0.109,2022-23
Neemias Queta,C,23,SAC,5,0,5.8,1.2,1.8,0.667,0.0,0.0,0.0,1.2,1.8,0.667,0.667,0.0,0.4,0.0,1.0,1.2,2.2,0.2,0.0,0.4,0.2,1.4,2.4,12363.0,Neemias Queta,SAC,23.0,213.36,112.490816,Utah State,Portugal,2021,2,39,5.0,2.4,2.2,0.2,-43.5,0.135,0.214,0.141,0.607,0.067,2022-23
Immanuel Quickley,PG,23,NYK,81,21,28.9,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6.0,0.521,0.537,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1.0,0.2,1.2,2.0,14.9,12532.0,Immanuel Quickley,NYK,24.0,187.96,86.18248,Kentucky,USA,2020,1,25,81.0,14.9,4.2,3.4,6.2,0.024,0.11,0.203,0.578,0.178,2022-23
Lester Quinones,SG,22,GSW,4,0,4.5,0.5,1.3,0.4,0.5,1.0,0.5,0.0,0.3,0.0,0.6,1.0,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,12735.0,Lester Quinones,GSW,22.0,193.04,94.347136,Memphis,USA,Undrafted,Undrafted,Undrafted,4.0,2.5,0.8,0.5,14.6,0.071,0.087,0.283,0.654,0.125,2022-23
Julius Randle,PF,28,NYK,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,12682.0,Julius Randle,NYK,28.0,203.2,113.398,Kentucky,USA,2014,1,7,77.0,25.1,10.0,4.1,2.7,0.05,0.226,0.288,0.581,0.184,2022-23
Austin Reaves,SG,24,LAL,64,22,28.8,4.0,7.7,0.529,1.3,3.4,0.398,2.7,4.3,0.631,0.616,3.6,4.1,0.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0,12567.0,Austin Reaves,LAL,25.0,195.58,89.357624,Oklahoma,USA,Undrafted,Undrafted,Undrafted,64.0,13.0,3.0,3.4,4.9,0.018,0.079,0.154,0.687,0.155,2022-23
Cam Reddish,SF,23,TOT,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7,12655.0,Cam Reddish,POR,23.0,200.66,98.429464,Duke,USA,2019,1,10,40.0,9.7,2.2,1.4,-9.0,0.017,0.07,0.166,0.561,0.085,2022-23
Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4.0,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,12655.0,Cam Reddish,POR,23.0,200.66,98.429464,Duke,USA,2019,1,10,40.0,9.7,2.2,1.4,-9.0,0.017,0.07,0.166,0.561,0.085,2022-23
Cam Reddish,SF,23,POR,20,12,27.6,3.9,8.8,0.443,1.4,4.4,0.318,2.5,4.4,0.568,0.523,1.8,2.1,0.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2.0,11.0,12655.0,Cam Reddish,POR,23.0,200.66,98.429464,Duke,USA,2019,1,10,40.0,9.7,2.2,1.4,-9.0,0.017,0.07,0.166,0.561,0.085,2022-23
Davon Reed,SG,27,TOT,43,1,8.0,0.7,2.0,0.333,0.4,1.1,0.37,0.3,0.9,0.289,0.435,0.4,0.6,0.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1,12505.0,Davon Reed,LAL,28.0,195.58,93.439952,Miami,USA,2017,2,32,43.0,2.1,1.4,0.5,-14.1,0.031,0.146,0.142,0.471,0.099,2022-23
Davon Reed,SG,27,DEN,35,1,9.0,0.7,2.3,0.313,0.5,1.3,0.364,0.3,1.0,0.25,0.413,0.4,0.6,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3,12505.0,Davon Reed,LAL,28.0,195.58,93.439952,Miami,USA,2017,2,32,43.0,2.1,1.4,0.5,-14.1,0.031,0.146,0.142,0.471,0.099,2022-23
Davon Reed,SG,27,LAL,8,0,3.4,0.4,0.5,0.75,0.1,0.3,0.5,0.3,0.3,1.0,0.875,0.1,0.5,0.25,0.1,0.4,0.5,0.5,0.3,0.0,0.0,0.4,1.0,12505.0,Davon Reed,LAL,28.0,195.58,93.439952,Miami,USA,2017,2,32,43.0,2.1,1.4,0.5,-14.1,0.031,0.146,0.142,0.471,0.099,2022-23
Paul Reed,C,23,PHI,69,2,10.9,1.8,3.0,0.593,0.0,0.1,0.167,1.8,2.9,0.606,0.596,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2,12314.0,Paul Reed,PHI,24.0,205.74,95.25432,DePaul,USA,2020,2,58,69.0,4.2,3.8,0.4,-0.4,0.147,0.207,0.152,0.62,0.051,2022-23
Naz Reid,C,23,MIN,68,11,18.4,4.6,8.5,0.537,1.1,3.2,0.346,3.5,5.3,0.653,0.602,1.3,1.9,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5,12346.0,Naz Reid,MIN,23.0,205.74,119.748288,Louisiana State,USA,Undrafted,Undrafted,Undrafted,68.0,11.5,4.9,1.1,-4.2,0.0579999999999999,0.205,0.242,0.617,0.098,2022-23
Jared Rhoden,SG,23,DET,14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1.0,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,12764.0,Jared Rhoden,DET,23.0,198.12,95.25432,Seton Hall,USA,Undrafted,Undrafted,Undrafted,14.0,3.2,2.6,0.3,4.3,0.055,0.135,0.106,0.482,0.0279999999999999,2022-23
Nick Richards,C,25,CHO,65,9,18.7,3.0,4.8,0.629,0.0,0.0,1.0,3.0,4.8,0.628,0.631,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,12366.0,Nick Richards,CHA,25.0,213.36,111.13004,Kentucky,Jamaica,2020,2,42,65.0,8.2,6.4,0.6,-4.5,0.113,0.21,0.151,0.6759999999999999,0.046,2022-23
Josh Richardson,SG,29,TOT,65,10,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2.0,4.0,0.506,0.528,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,12816.0,Josh Richardson,NOP,29.0,198.12,90.7184,Tennessee,USA,2015,2,40,65.0,10.1,2.7,2.7,-5.2,0.026,0.087,0.18,0.555,0.16,2022-23
Josh Richardson,SG,29,SAS,42,6,23.7,4.2,9.7,0.436,1.8,4.9,0.357,2.5,4.7,0.518,0.527,1.3,1.4,0.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5,12816.0,Josh Richardson,NOP,29.0,198.12,90.7184,Tennessee,USA,2015,2,40,65.0,10.1,2.7,2.7,-5.2,0.026,0.087,0.18,0.555,0.16,2022-23
Josh Richardson,SG,29,NOP,23,4,23.2,2.7,6.4,0.419,1.4,3.7,0.384,1.3,2.7,0.468,0.53,0.7,0.9,0.762,0.5,2.0,2.4,1.6,1.3,0.4,1.0,2.0,7.5,12816.0,Josh Richardson,NOP,29.0,198.12,90.7184,Tennessee,USA,2015,2,40,65.0,10.1,2.7,2.7,-5.2,0.026,0.087,0.18,0.555,0.16,2022-23
Austin Rivers,SG,30,MIN,52,10,19.5,1.8,4.0,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,12568.0,Austin Rivers,MIN,30.0,193.04,90.7184,Duke,USA,2012,1,10,52.0,4.9,1.6,1.4,-4.9,0.005,0.078,0.104,0.564,0.095,2022-23
Duncan Robinson,SF,28,MIA,42,1,16.5,2.1,5.6,0.371,1.5,4.6,0.328,0.6,1.1,0.556,0.504,0.7,0.8,0.906,0.2,1.5,1.6,1.1,0.3,0.0,0.7,1.8,6.4,12542.0,Duncan Robinson,MIA,29.0,200.66,97.52228,Michigan,USA,Undrafted,Undrafted,Undrafted,42.0,6.4,1.6,1.1,-5.0,0.012,0.094,0.172,0.534,0.1009999999999999,2022-23
Mitchell Robinson,C,24,NYK,59,58,27.0,3.2,4.7,0.671,0.0,0.0,0.0,3.2,4.7,0.671,0.671,1.0,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4,12357.0,Mitchell Robinson,NYK,25.0,213.36,108.86208,Western Kentucky,USA,2018,2,36,59.0,7.4,9.4,0.9,7.3,0.1639999999999999,0.178,0.1009999999999999,0.652,0.044,2022-23
Orlando Robinson,C,22,MIA,31,1,13.7,1.5,2.9,0.528,0.0,0.2,0.0,1.5,2.7,0.566,0.528,0.7,1.0,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,12370.0,Orlando Robinson,MIA,22.0,208.28,106.59412,Fresno State,USA,Undrafted,Undrafted,Undrafted,31.0,3.7,4.1,0.8,3.8,0.108,0.201,0.1159999999999999,0.565,0.086,2022-23
Jeremiah Robinson-Earl,PF,22,OKC,43,20,18.9,2.6,5.8,0.444,0.9,2.6,0.333,1.7,3.2,0.533,0.518,0.8,1.0,0.833,1.7,2.5,4.2,1.0,0.6,0.3,0.4,1.7,6.8,12830.0,Jeremiah Robinson-Earl,OKC,22.0,203.2,108.86208,Villanova,USA,2021,2,32,43.0,6.8,4.2,1.0,-0.9,0.0819999999999999,0.129,0.143,0.5479999999999999,0.069,2022-23
Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.49,0.5,1.0,0.488,0.5,2.0,2.5,0.9,0.4,0.2,0.7,1.3,4.1,12796.0,Isaiah Roby,NYK,25.0,203.2,104.32616,Nebraska,USA,2019,2,45,42.0,4.1,2.6,0.9,-10.4,0.04,0.188,0.173,0.497,0.114,2022-23
David Roddy,PF,21,MEM,70,4,18.0,2.6,6.0,0.429,0.9,3.0,0.307,1.6,3.0,0.553,0.506,0.6,0.9,0.631,0.7,2.0,2.8,0.8,0.4,0.3,0.8,1.5,6.7,12502.0,David Roddy,MEM,22.0,193.04,115.66596,Colorado State,USA,2022,1,23,70.0,6.7,2.8,0.8,-1.9,0.037,0.107,0.163,0.519,0.064,2022-23
Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1.0,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9,12329.0,Ryan Rollins,GSW,20.0,190.5,81.64656,Toledo,USA,2022,2,44,12.0,1.9,1.0,0.5,-38.1,0.043,0.153,0.26,0.508,0.214,2022-23
Derrick Rose,PG,34,NYK,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,12476.0,Derrick Rose,NYK,34.0,190.5,90.7184,Memphis,USA,2008,1,1,27.0,5.6,1.5,1.7,-3.5,0.022,0.0819999999999999,0.22,0.4629999999999999,0.208,2022-23
Terrence Ross,SG,31,TOT,63,9,21.1,3.2,7.4,0.43,1.5,4.1,0.368,1.7,3.3,0.507,0.532,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3,12464.0,Terrence Ross,PHX,32.0,200.66,93.439952,Washington,USA,2012,1,8,63.0,8.3,2.4,1.5,-2.6,0.016,0.099,0.166,0.544,0.1009999999999999,2022-23
Terrence Ross,SG,31,ORL,42,9,22.5,3.1,7.1,0.431,1.5,3.8,0.381,1.6,3.3,0.489,0.533,0.4,0.5,0.75,0.2,1.8,2.0,1.3,0.6,0.2,0.9,1.3,8.0,12464.0,Terrence Ross,PHX,32.0,200.66,93.439952,Washington,USA,2012,1,8,63.0,8.3,2.4,1.5,-2.6,0.016,0.099,0.166,0.544,0.1009999999999999,2022-23
Terrence Ross,SG,31,PHO,21,0,18.4,3.4,7.9,0.428,1.6,4.7,0.347,1.8,3.2,0.544,0.53,0.6,0.7,0.857,0.6,2.7,3.3,2.0,0.5,0.1,0.3,2.1,9.0,12464.0,Terrence Ross,PHX,32.0,200.66,93.439952,Washington,USA,2012,1,8,63.0,8.3,2.4,1.5,-2.6,0.016,0.099,0.166,0.544,0.1009999999999999,2022-23
Terry Rozier,SG,28,CHO,63,63,35.3,7.8,18.9,0.415,2.6,8.0,0.327,5.2,10.8,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,12463.0,Terry Rozier,CHA,29.0,185.42,86.18248,Louisville,USA,2015,1,16,63.0,21.1,4.1,5.1,-6.2,0.021,0.095,0.262,0.517,0.22,2022-23
Ricky Rubio,PG,32,CLE,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.402,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,12341.0,Ricky Rubio,CLE,32.0,187.96,86.18248,None,Spain,2009,1,5,33.0,5.2,2.1,3.5,3.0,0.015,0.1119999999999999,0.172,0.442,0.295,2022-23
D'Angelo Russell,PG,26,TOT,71,71,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,0.572,2.5,3.0,0.829,0.5,2.5,3.0,6.2,1.0,0.4,2.6,2.0,17.8,12626.0,D'Angelo Russell,LAL,27.0,193.04,87.543256,Ohio State,USA,2015,1,2,71.0,17.8,3.0,6.2,1.5,0.016,0.075,0.225,0.605,0.2739999999999999,2022-23
D'Angelo Russell,PG,26,MIN,54,54,32.9,6.3,13.5,0.465,2.7,7.0,0.391,3.5,6.4,0.546,0.567,2.6,3.1,0.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9,12626.0,D'Angelo Russell,LAL,27.0,193.04,87.543256,Ohio State,USA,2015,1,2,71.0,17.8,3.0,6.2,1.5,0.016,0.075,0.225,0.605,0.2739999999999999,2022-23
D'Angelo Russell,PG,26,LAL,17,17,30.9,6.3,13.0,0.484,2.7,6.5,0.414,3.6,6.5,0.555,0.588,2.1,2.9,0.735,0.4,2.5,2.9,6.1,0.6,0.5,2.3,1.4,17.4,12626.0,D'Angelo Russell,LAL,27.0,193.04,87.543256,Ohio State,USA,2015,1,2,71.0,17.8,3.0,6.2,1.5,0.016,0.075,0.225,0.605,0.2739999999999999,2022-23
Matt Ryan,SF,25,TOT,34,0,9.1,1.2,3.2,0.37,0.9,2.5,0.381,0.2,0.7,0.333,0.519,0.3,0.4,0.833,0.1,0.6,0.8,0.5,0.1,0.0,0.2,0.8,3.6,12716.0,Matt Ryan,MIN,26.0,198.12,97.52228,Tennessee-Chattanooga,USA,Undrafted,Undrafted,Undrafted,34.0,3.6,0.8,0.5,2.2,0.013,0.067,0.157,0.5379999999999999,0.068,2022-23
Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.143,0.439,0.3,0.4,0.8,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9,12716.0,Matt Ryan,MIN,26.0,198.12,97.52228,Tennessee-Chattanooga,USA,Undrafted,Undrafted,Undrafted,34.0,3.6,0.8,0.5,2.2,0.013,0.067,0.157,0.5379999999999999,0.068,2022-23
Matt Ryan,SF,25,MIN,22,0,8.2,1.1,2.7,0.424,0.9,2.2,0.388,0.3,0.5,0.6,0.585,0.3,0.3,0.857,0.1,0.5,0.5,0.5,0.1,0.0,0.2,0.6,3.4,12716.0,Matt Ryan,MIN,26.0,198.12,97.52228,Tennessee-Chattanooga,USA,Undrafted,Undrafted,Undrafted,34.0,3.6,0.8,0.5,2.2,0.013,0.067,0.157,0.5379999999999999,0.068,2022-23
Domantas Sabonis,C,26,SAC,79,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,12485.0,Domantas Sabonis,SAC,27.0,215.9,108.86208,Gonzaga,Lithuania,2016,1,11,79.0,19.1,12.3,7.3,3.9,0.096,0.275,0.213,0.6679999999999999,0.297,2022-23
Luka amani?,PF,23,UTA,7,4,23.0,3.7,8.1,0.456,1.1,4.4,0.258,2.6,3.7,0.692,0.526,1.3,1.9,0.692,0.0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,,,,,,,,,,,,,,,,,,,,,,
Dario ari?,PF,28,TOT,57,12,14.1,2.2,4.9,0.458,0.8,2.0,0.391,1.4,2.8,0.506,0.54,1.1,1.3,0.829,0.9,2.7,3.6,1.3,0.4,0.1,1.0,1.7,6.4,,,,,,,,,,,,,,,,,,,,,,
Dario ari?,PF,28,PHO,37,12,14.4,2.1,4.8,0.427,0.7,1.9,0.391,1.3,2.9,0.45,0.503,1.0,1.2,0.818,1.1,2.8,3.8,1.5,0.4,0.1,1.0,1.9,5.8,,,,,,,,,,,,,,,,,,,,,,
Dario ari?,PF,28,OKC,20,0,13.7,2.6,5.0,0.515,0.9,2.3,0.391,1.7,2.7,0.623,0.606,1.4,1.6,0.844,0.7,2.6,3.3,0.9,0.4,0.1,1.0,1.5,7.4,,,,,,,,,,,,,,,,,,,,,,
Olivier Sarr,C,23,OKC,9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.517,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4.0,12373.0,Olivier Sarr,OKC,24.0,210.82,108.86208,Kentucky,France,Undrafted,Undrafted,Undrafted,9.0,4.0,3.4,0.4,6.8,0.09,0.147,0.13,0.544,0.048,2022-23
Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,12808.0,Jordan Schakel,WAS,25.0,198.12,90.7184,San Diego State,USA,Undrafted,Undrafted,Undrafted,2.0,1.5,0.0,0.5,50.0,0.0,0.0,0.154,0.75,0.1669999999999999,2022-23
Admiral Schofield,PF,25,ORL,37,0,12.2,1.5,3.3,0.451,0.6,2.0,0.324,0.8,1.3,0.646,0.549,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,12595.0,Admiral Schofield,ORL,26.0,195.58,109.315672,Tennessee,United Kingdom,2019,2,42,37.0,4.2,1.7,0.8,-8.3,0.047,0.092,0.139,0.5870000000000001,0.103,2022-23
Dennis Schröder,PG,29,LAL,66,50,30.1,4.1,9.8,0.415,1.1,3.4,0.329,3.0,6.4,0.461,0.472,3.3,3.8,0.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6,,,,,,,,,,,,,,,,,,,,,,
Jay Scrubb,SG,22,ORL,2,0,15.0,2.5,3.5,0.714,1.0,1.0,1.0,1.5,2.5,0.6,0.857,0.5,1.0,0.5,0.0,3.0,3.0,0.5,1.0,0.0,1.5,1.0,6.5,12798.0,Jay Scrubb,ORL,22.0,195.58,99.79024,John A. Logan,USA,2020,2,55,2.0,6.5,3.0,0.5,-28.5,0.0,0.3,0.151,0.825,0.0559999999999999,2022-23
Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1.0,0.4,0.0,0.0,0.0,0.4,1.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,12474.0,Dereon Seabron,NOP,23.0,195.58,81.64656,North Carolina State,USA,Undrafted,Undrafted,Undrafted,5.0,0.8,0.2,0.0,36.8,0.067,0.0,0.156,0.4,0.0,2022-23
Alperen Þengün,C,20,HOU,75,72,28.9,5.9,10.7,0.553,0.3,0.8,0.333,5.6,9.9,0.57,0.565,2.7,3.8,0.715,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4,14.8,,,,,,,,,,,,,,,,,,,,,,
Collin Sexton,SG,24,UTA,48,15,23.9,4.9,9.8,0.506,1.0,2.5,0.393,3.9,7.2,0.546,0.558,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,12623.0,Collin Sexton,UTA,24.0,187.96,86.18248,Alabama,USA,2018,1,8,48.0,14.3,2.2,2.9,0.1,0.032,0.0559999999999999,0.23,0.616,0.178,2022-23
Landry Shamet,SG,25,PHO,40,9,20.2,2.8,7.5,0.377,1.9,5.0,0.377,1.0,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,12730.0,Landry Shamet,PHX,26.0,193.04,86.18248,Wichita State,USA,2018,1,26,40.0,8.7,1.7,2.3,2.2,0.013,0.07,0.186,0.537,0.1669999999999999,2022-23
Day'Ron Sharpe,C,21,BRK,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.561,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,12506.0,Day'Ron Sharpe,BKN,21.0,205.74,120.20188,North Carolina,USA,2021,1,29,48.0,4.7,4.2,0.8,-8.8,0.168,0.19,0.173,0.581,0.099,2022-23
Shaedon Sharpe,SG,19,POR,80,15,22.2,3.8,8.1,0.472,1.3,3.5,0.36,2.6,4.6,0.559,0.551,0.9,1.3,0.714,0.8,2.2,3.0,1.2,0.5,0.3,1.0,1.7,9.9,12443.0,Shaedon Sharpe,POR,20.0,195.58,90.7184,Kentucky,Canada,2022,1,7,80.0,9.9,3.0,1.2,-7.6,0.037,0.102,0.186,0.568,0.079,2022-23
Pascal Siakam,C,28,TOR,71,71,37.4,8.9,18.5,0.48,1.3,4.0,0.324,7.6,14.5,0.523,0.515,5.2,6.7,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2,12317.0,Pascal Siakam,TOR,29.0,203.2,104.32616,New Mexico State,Cameroon,2016,1,27,71.0,24.2,7.8,5.8,2.4,0.047,0.177,0.27,0.565,0.244,2022-23
Chris Silva,PF,26,DAL,1,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12612.0,Chris Silva,DAL,26.0,203.2,106.140528,South Carolina,Gabon,Undrafted,Undrafted,Undrafted,1.0,2.0,0.0,0.0,12.5,0.0,0.0,0.25,1.0,0.0,2022-23
Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,0.566,0.0,0.0,0.0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,12571.0,Ben Simmons,BKN,26.0,208.28,108.86208,Louisiana State,Australia,2016,1,1,42.0,6.9,6.3,6.1,2.1,0.04,0.186,0.142,0.5589999999999999,0.295,2022-23
Kobi Simmons,PG,25,CHO,5,0,5.6,0.2,1.2,0.167,0.2,1.0,0.2,0.0,0.2,0.0,0.25,0.4,0.4,1.0,0.2,0.6,0.8,1.0,0.0,0.4,0.2,0.0,1.0,12675.0,Kobi Simmons,CHA,25.0,195.58,81.64656,Arizona,USA,Undrafted,Undrafted,Undrafted,5.0,1.0,0.8,1.0,-34.9,0.036,0.088,0.119,0.363,0.313,2022-23
Marko Simonovic,C,23,CHI,7,0,2.9,0.3,1.0,0.286,0.1,0.6,0.25,0.1,0.4,0.333,0.357,0.1,0.3,0.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.9,12712.0,Marko Simonovic,CHI,23.0,213.36,99.79024,None,Montenegro,2020,2,44,7.0,0.9,0.3,0.0,27.3,0.043,0.059,0.145,0.381,0.0,2022-23
Anfernee Simons,SG,23,POR,62,62,35.0,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,12586.0,Anfernee Simons,POR,24.0,190.5,82.10015200000001,None,USA,2018,1,24,62.0,21.1,2.6,4.1,-1.6,0.008,0.067,0.247,0.581,0.186,2022-23
Jericho Sims,C,24,NYK,52,16,15.6,1.6,2.1,0.776,0.0,0.0,0.0,1.6,2.0,0.783,0.776,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,12842.0,Jericho Sims,NYK,24.0,208.28,113.398,Texas,USA,2021,2,58,52.0,3.4,4.7,0.5,-6.7,0.1169999999999999,0.175,0.074,0.78,0.044,2022-23
Marcus Smart,PG,28,BOS,61,61,32.1,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,0.511,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,12708.0,Marcus Smart,BOS,29.0,193.04,99.79024,Oklahoma State,USA,2014,1,6,61.0,11.5,3.1,6.3,6.3,0.024,0.073,0.176,0.5379999999999999,0.256,2022-23
Dennis Smith Jr.,PG,25,CHO,54,15,25.7,3.4,8.4,0.412,0.4,2.1,0.216,3.0,6.3,0.475,0.438,1.4,2.0,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8,12472.0,Dennis Smith Jr.,CHA,25.0,187.96,92.98636,North Carolina State,USA,2017,1,9,54.0,8.8,3.1,4.8,-2.6,0.018,0.093,0.175,0.475,0.275,2022-23
Dru Smith,SG,25,TOT,15,1,10.5,1.2,3.0,0.4,0.3,1.3,0.263,0.9,1.7,0.5,0.456,0.2,0.2,1.0,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,12517.0,Dru Smith,BKN,25.0,190.5,92.079176,Missouri,USA,Undrafted,Undrafted,Undrafted,15.0,2.9,1.6,1.5,-8.8,0.012,0.132,0.133,0.475,0.206,2022-23
Dru Smith,SG,25,MIA,5,1,13.4,1.0,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0.0,0.0,0.0,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2,12517.0,Dru Smith,BKN,25.0,190.5,92.079176,Missouri,USA,Undrafted,Undrafted,Undrafted,15.0,2.9,1.6,1.5,-8.8,0.012,0.132,0.133,0.475,0.206,2022-23
